matchNumber,alliance,scouterInitials,selectTeam,startPoses0,startPoses1,startPoses2,startPoses3,startPoses4,startPoses5,autoCoralPlaceL1Count,autoCoralPlaceL2Count,autoCoralPlaceL3Count,autoCoralPlaceL4Count,autoCoralPlaceDropMissCount,autoCoralPickPreloadCount,autoCoralPickStationCount,autoCoralPickMark1Count,autoCoralPickMark2Count,autoCoralPickMark3Count,autoAlgaePlaceNetShot,autoAlgaePlaceProcessor,autoAlgaePlaceDropMiss,autoAlgaePickReefCount,autoAlgaePickMark1Count,autoAlgaePickMark2Count,autoAlgaePickMark3Count,autoPassedStartLine,teleopCoralPlaceL1Count,teleopCoralPlaceL2Count,teleopCoralPlaceL3Count,teleopCoralPlaceL4Count,teleopCoralPlaceDropMissCount,teleopCoralPickStationCount,teleopCoralPickCarpetCount,teleopAlgaePlaceNetShot,teleopAlgaePlaceProcessor,teleopAlgaePlaceDropMiss,teleopAlgaePickReefCount,teleopAlgaePickCarpetCount,shallowClimbAttempted,deepClimbAttempted,parkAttempted,climbFailed,playedDefense,brokeDown,comment
52,blueAlliance,EL,25,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,4,5,0,1,10,0,0,0,1,1,0,false,false,false,false,false,false,
53,blueAlliance,EL,1391,false,true,false,false,false,false,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,
54,blueAlliance,EL,1676,false,true,false,false,false,false,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,true,0,1,7,3,1,12,0,0,0,1,1,0,false,false,true,false,false,false,
55,blueAlliance,EL,11,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,1,0,1,0,9,0,0,6,3,false,true,false,false,false,false,
56,blueAlliance,EL,9416,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,5,0,0,5,false,false,true,false,false,false,potentially tried to climb but took to long to hook up before lifting or could have just tried parking
57,blueAlliance,WYYY,4342,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,1,0,1,0,0,1,1,2,0,false,false,false,false,true,false,Got stuck on a algae while playin defense 
58,blueAlliance,WYYY,7045,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,fell over after getting coral stuck in them trying to play defense 
59,blueAlliance,WYYY,4653,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,0,3,4,0,0,5,0,4,1,false,false,true,true,false,false,
57,blueAlliance,WYYY,2554,true,false,false,false,false,false,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,true,0,5,4,0,4,13,0,0,0,2,2,0,false,false,true,false,false,false,
60,blueAlliance,WYYY,1257,false,true,false,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,4,5,0,2,11,0,0,0,0,0,0,false,false,false,false,false,false,
61,blueAlliance,WYYY,5684,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,true,false,
62,blueAlliance,WYYY,1676,true,false,false,false,false,false,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,5,7,1,13,0,0,0,0,0,0,false,false,true,false,false,false,
63,blueAlliance,WYYY,1712,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2,0,0,2,false,true,false,false,true,false,the algae intake kind of looked broken
64,blueAlliance,WYYY,2722,false,false,true,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,2,2,8,0,12,0,0,0,0,0,0,false,false,false,false,false,false,
66,redAlliance,VA,1168,true,false,false,false,false,false,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,2,1,1,5,9,0,0,0,0,0,0,false,true,false,false,false,false,
67,redAlliance,VA,4653,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,1,0,1,0,0,1,1,2,0,false,true,false,false,false,false,Took forever to grab algae then dropped it. Overall bad at handling.
68,redAlliance,VA,1257,false,false,false,false,true,false,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,4,10,0,2,16,0,0,0,1,1,0,false,false,false,false,false,false,
69,redAlliance,SM,293,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,7,4,0,13,0,0,0,0,0,0,true,false,false,false,false,false,
71,redAlliance,SM,1640,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,
71,redAlliance,SM,5992,false,false,false,true,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,2,0,0,6,7,15,0,0,0,0,0,0,false,false,true,false,false,false,
72,redAlliance,SM,321,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,1,0,5,4,3,13,0,0,0,0,0,0,false,true,false,false,false,false,
73,redAlliance,SM,1089,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,5,3,1,0,10,0,0,0,0,0,0,true,false,false,true,false,false,
74,redAlliance,SM,102,false,false,true,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,1,1,3,4,2,11,0,0,0,0,0,0,false,false,true,false,false,false,
76,redAlliance,SM,222,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,true,0,0,0,0,0,0,0,0,2,2,1,3,false,true,false,false,true,false,
77,redAlliance,NP,5401,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,true,0,0,0,0,0,0,0,5,1,0,4,2,false,true,false,false,false,false,
78,redAlliance,NP,365,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,7,4,3,0,15,0,0,0,0,0,0,false,true,false,false,false,false,
79,redAlliance,NP,2458,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,true,false,janky driving
80,redAlliance,NP,1676,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,1,4,3,0,8,0,0,0,0,0,0,false,true,false,false,false,false,
81,redAlliance,NP,4653,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,1,2,3,3,1,10,0,0,0,0,0,0,false,true,false,false,false,false,
82,redAlliance,NP,3314,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,2,2,1,7,0,0,0,0,0,0,false,true,false,false,false,false,
83,redAlliance,NP,555,false,true,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,4,1,1,0,6,0,0,0,0,0,0,false,true,false,false,false,false,
84,redAlliance,SM,834,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,3,3,4,0,10,0,0,0,0,0,0,true,false,false,false,false,false,
85,redAlliance,SM,75,false,true,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,0,10,1,13,0,0,0,0,0,0,false,true,false,false,false,false,
87,redAlliance,SM,222,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,3,5,0,10,0,1,3,0,3,1,false,true,false,false,false,false,
88,redAlliance,SM,1676,false,true,false,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,6,0,6,0,1,1,0,1,1,true,false,false,false,false,false,
89,redAlliance,SM,5895,false,true,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,1,1,0,5,1,8,0,0,3,0,2,1,false,true,false,false,false,false,
90,redAlliance,SM,3637,true,false,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,4,0,3,2,9,0,0,0,0,0,0,true,false,false,false,false,false,
91,redAlliance,SM,316,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,1,4,2,3,3,13,0,0,0,0,0,0,false,true,false,false,false,false,
35,redAlliance,VA,9416,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,true,They broke down at the beginning of the match and didn't move the rest of the time.
36,redAlliance,HM,2554,true,false,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,2,4,4,2,12,0,0,0,0,0,0,false,false,false,false,false,false,
37,redAlliance,HM,272,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,true,0,1,1,2,2,6,0,2,2,0,4,0,false,true,false,false,false,false,
38,redAlliance,HM,1391,false,false,false,true,false,false,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,true,5,0,1,2,2,10,0,0,0,1,1,0,false,false,true,false,false,false,
39,redAlliance,HM,2495,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,3,5,2,12,0,0,0,0,0,0,false,false,true,false,false,false,
40,redAlliance,HM,2722,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,2,3,5,0,10,0,0,0,0,0,0,false,true,false,false,false,false,
41,redAlliance,HM,4342,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,2,5,0,8,0,0,0,0,0,0,false,true,false,false,false,false,
42,redAlliance,HM,321,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,2,5,1,8,0,0,0,0,0,0,false,false,true,false,false,false,
43,redAlliance,HM,2539,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,3,4,1,8,0,0,0,0,0,0,false,false,true,false,false,false,
44,redAlliance,HM,5684,false,true,false,false,false,false,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,4,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
46,redAlliance,HM,5684,false,false,false,true,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,7,1,2,1,11,0,0,0,1,1,0,false,true,false,false,false,false,reliable and very good at mid coral. A little bit slow tho. Very fast deep climb.
47,redAlliance,SC,3637,false,false,false,false,true,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,5,4,9,0,0,0,0,0,0,false,false,false,true,false,false,"Not good at L1, takes some time to line up. "
48,redAlliance,SC,1257,false,false,false,true,false,false,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,3,7,0,0,10,0,0,2,0,0,2,false,false,true,false,false,false,Very fast and reliable
49,redAlliance,SC,5181,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,true,0,0,3,6,2,11,0,1,0,0,1,0,false,false,false,false,false,false,A little bit slow.
50,redAlliance,SC,1811,true,false,false,false,false,false,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,3,0,7,0,0,10,0,0,0,0,0,0,false,false,false,false,false,false,Good but not too good. They were kinda slow.
51,redAlliance,SC,293,false,false,false,false,true,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,2,4,2,0,2,10,0,0,0,0,0,0,false,false,false,true,false,false,Touching the ground in there hang. slow.
52,redAlliance,SC,2458,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,2,0,0,2,false,false,false,false,true,false,can only do the professor.
53,redAlliance,SC,10157,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,true,false,
54,redAlliance,SC,5992,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,3,4,3,1,11,0,0,0,0,0,0,false,false,false,false,false,false,Didn't park
55,redAlliance,SM,4361,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,1,0,2,0,2,5,0,0,0,0,0,0,true,false,false,false,false,false,
56,redAlliance,SM,103,true,false,false,false,false,false,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,3,7,2,8,4,false,true,false,false,false,false,
57,redAlliance,SM,2590,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,3,3,3,1,10,3,0,0,3,0,false,true,false,false,false,false,
58,redAlliance,VA,3142,false,false,false,false,true,false,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,true,0,1,1,4,2,8,0,0,0,1,1,0,false,true,false,false,false,false,
59,redAlliance,VA,7414,false,true,false,false,false,false,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,2,4,1,0,7,0,0,0,0,0,0,false,false,false,false,false,false,
62,redAlliance,SM,1218,false,false,true,false,false,false,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,0,2,0,1,4,0,0,0,0,0,0,false,false,false,false,false,true,
63,redAlliance,SM,4361,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,4,0,0,0,4,true,false,false,false,false,false,
64,redAlliance,SM,4342,false,false,false,true,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,1,3,6,0,10,0,0,0,0,0,0,true,false,false,false,false,false,
66,redAlliance,CM,9416,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,3,1,2,7,0,0,0,0,0,0,false,false,false,false,false,false,Didn't park
67,redAlliance,CM,2590,false,true,false,false,false,false,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,true,0,3,4,2,2,11,0,0,1,0,0,1,false,true,false,false,false,false,
68,redAlliance,CM,1218,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,1,7,2,10,0,0,0,0,0,0,false,true,false,false,false,false,
69,redAlliance,CM,2458,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,true,false,
70,redAlliance,CM,5181,true,false,false,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,4,2,2,10,0,0,0,0,0,0,false,false,true,false,false,false,Inconsistent L4.
71,redAlliance,BE,272,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,4,0,3,7,0,1,1,0,2,0,false,true,false,false,false,false,
72,redAlliance,BE,1712,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,true,0,0,0,1,0,1,0,0,4,0,2,2,false,true,false,false,false,false,
73,redAlliance,BE,10157,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,
74,redAlliance,BE,1807,false,false,false,false,true,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,2,4,5,2,13,0,0,0,0,0,0,false,false,true,true,false,false,
75,redAlliance,BE,1403,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,2,2,4,0,8,0,0,0,0,0,0,false,true,false,false,false,false,
76,redAlliance,BE,9015,false,true,false,false,false,false,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,true,4,4,0,5,1,14,0,0,0,0,0,0,false,false,false,false,false,false,
77,redAlliance,DU,7414,false,false,true,false,false,false,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,8,0,1,9,0,0,0,1,1,0,false,false,true,false,false,false,
78,redAlliance,DU,5181,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,1,0,1,0,0,2,0,2,0,false,false,true,false,false,false,
79,redAlliance,DU,484,true,false,false,false,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,6,3,4,1,14,0,0,0,0,0,0,false,true,false,false,false,false,
80,redAlliance,DU,2607,false,false,false,false,true,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,1,5,6,2,0,14,0,0,0,1,1,0,false,true,false,false,false,false,
81,redAlliance,DU,1391,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,3,4,2,0,9,0,1,0,0,1,0,false,true,false,false,false,false,Early hang
82,redAlliance,DU,102,false,true,false,false,false,false,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,3,3,2,0,8,0,0,0,0,0,0,false,true,false,false,false,false,
83,redAlliance,DU,2539,false,false,false,false,true,false,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,true,0,5,5,3,0,13,0,0,0,2,2,0,false,true,false,false,false,false,Very fast climb and fast robot in general.
84,redAlliance,VA,1712,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,8,0,2,6,false,false,true,true,false,false,
84,redAlliance,VA,1712,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,8,0,2,6,false,false,true,false,false,false,
85,redAlliance,VA,5684,false,false,true,false,false,false,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,true,false,
86,redAlliance,HM,193,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,1,2,3,0,6,0,0,0,0,0,0,false,false,true,false,false,false,
87,redAlliance,HM,9015,false,true,false,false,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,4,5,6,0,15,0,0,0,0,0,0,false,false,false,false,false,false,
88,redAlliance,HM,1168,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,4,0,4,0,0,0,0,0,0,false,true,false,false,false,false,
89,redAlliance,HM,1218,false,false,false,true,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,3,0,4,0,0,0,0,0,0,false,false,true,false,false,false,
90,redAlliance,HM,1403,false,false,false,false,true,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,1,1,4,0,6,0,0,0,0,0,0,false,true,false,false,false,false,
91,redAlliance,AO,9094,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,true,0,0,1,0,1,2,0,2,0,0,2,0,false,true,false,false,true,false,Dropped coral into own bot
35,blueAlliance,JP,9094,false,false,true,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,true,0,0,1,2,2,5,0,1,0,2,3,0,false,true,false,false,false,false,Slow and inaccurate
36,blueAlliance,JP,193,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,1,0,0,6,1,8,0,0,0,0,0,0,false,false,true,false,false,false,"Missed some that fell into L1, slow but can still fit in decent amount of L4s"
37,blueAlliance,JP,56,true,false,false,false,false,false,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,1,2,2,5,0,0,0,0,0,0,true,false,false,true,false,false,Piece got stuck TWICE and I think the robot accidently took out a coral from the reef.  Slow and inaccurate
38,blueAlliance,JP,5181,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,true,0,2,3,3,2,10,0,0,1,0,1,0,false,false,true,false,false,false,Decent
39,blueAlliance,JP,1257,false,false,false,true,false,false,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,true,0,2,3,0,1,6,0,0,1,0,1,0,false,false,false,false,false,false,"When they try to score in L2 and L3, the elevator keeps sliding down and they have to keep readjusting the height, greatly slowling down the scoring process."
40,blueAlliance,JP,1811,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,true,0,2,2,0,2,6,0,0,0,3,3,0,false,false,false,false,false,false,"Slow shooting, can remove algae from reef but similar problem to what we (7414) used to have (algae removal is very slow)."
41,blueAlliance,JP,222,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,3,2,0,5,0,1,1,2,4,0,false,true,false,false,false,false,"Nice job 222, a bit fumbly with the algae"
42,blueAlliance,JP,1676,false,false,false,true,false,false,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,true,1,0,8,3,0,12,0,0,0,0,0,0,false,false,true,false,false,false,"Beast mode robot, scored lots of L4, great auton, scored many L3s"
43,blueAlliance,JP,293,false,false,false,true,false,false,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,true,0,0,3,5,1,9,0,0,0,0,0,0,false,true,false,false,false,false,"Good auton, great scoring, nice 293"
44,blueAlliance,JP,2458,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,Did some funny movements but did not contribute to the team at all.  I am confused.
45,blueAlliance,JP,555,false,false,true,false,false,false,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,true,0,5,2,3,0,10,0,0,0,1,1,0,false,true,false,false,false,false,"Looked questionable at first with concerning auton, but can score fast on all levels and remove algae"
46,blueAlliance,JP,1391,false,false,false,true,false,false,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,true,0,1,2,8,0,11,0,0,0,0,0,0,false,false,true,false,false,false,"Super fast scorer, reliable and accurate, great job"
47,blueAlliance,JP,272,false,false,true,false,false,false,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,true,0,0,0,0,2,2,0,6,0,2,8,0,false,false,true,false,false,false,"Scored nice algae net shots, but shooting coral... wasn't its thing"
